order_id,date,customer_id,product,price,quantity,coupon_code,discount_pct,shipping_city,total,category,is_perishable,days_since_purchase,is_discounted
350274455,2014-05-20,CUST-0047,Office Supplies,651.21,2850,,0.0,London,1855948.5,Business & Office,False,1163,False
221975171,2010-04-09,CUST-0035,Cereal,205.7,6241,WELCOME5,5.0,Tunisia City,1219585.01,Food & Grocery,False,2665,True
811701095,2017-06-09,CUST-0078,Office Supplies,651.21,9247,WELCOME5,5.0,Chicago,5720651.93,Business & Office,False,47,True
977313554,2015-02-08,CUST-0081,Cereal,205.7,7653,,0.0,Liberia City,1574222.1,Food & Grocery,False,899,False
546986377,2010-01-25,CUST-0036,Snacks,152.58,4279,,0.0,Eritrea City,652889.82,Food & Grocery,False,2739,False
769205892,2010-03-07,CUST-0050,Fruits,9.33,3972,SAVE20,20.0,South Korea City,29647.01,Food & Grocery,True,2698,True
262770926,2013-01-03,CUST-0104,Clothes,109.28,8611,,0.0,Kenya City,941010.08,Apparel,False,1665,False
866792809,2017-03-06,CUST-0004,Snacks,152.58,2109,SAVE20,20.0,Rwanda City,257432.98,Food & Grocery,False,142,True
890695369,2011-01-09,CUST-0002,Beverages,47.45,5408,WELCOME5,5.0,Cuba City,243779.12,Food & Grocery,True,2390,True
964214932,2014-03-27,CUST-0006,Cereal,205.7,1480,SAVE10,10.0,Tripoli,273992.4,Food & Grocery,False,1217,True
887400329,2013-06-28,CUST-0054,Snacks,152.58,332,,0.0,Czech Republ City,50656.56,Food & Grocery,False,1489,False
980612885,2011-09-04,CUST-0106,Beverages,47.45,3999,SAVE10,10.0,Montenegro City,170777.3,Food & Grocery,True,2152,True
734526431,2016-07-14,CUST-0004,Clothes,109.28,1549,,0.0,Montenegro City,169274.72,Apparel,False,377,False
160127294,2014-02-23,CUST-0054,Baby Food,255.28,4079,,0.0,Philippines City,1041287.12,Household & Family,True,1249,False
238714301,2010-08-07,CUST-0093,Clothes,109.28,9721,FREESHIP,0.0,El Salvador City,1062310.88,Apparel,False,2545,False
671898782,2013-01-14,CUST-0063,Household,668.27,8635,,0.0,Tonga City,5770511.45,Home Goods,False,1654,False
331604564,2010-09-30,CUST-0018,Personal Care,81.73,8014,SAVE10,10.0,Democratic R City,589485.8,Personal Care,False,2491,True
410067975,2016-10-13,CUST-0090,Cereal,205.7,7081,WELCOME5,5.0,Afghanistan City,1383733.62,Food & Grocery,False,286,True
369837844,2011-03-16,CUST-0044,Snacks,152.58,2091,,0.0,Tuvalu City,319044.78,Food & Grocery,False,2324,False
193775498,2012-12-26,CUST-0034,Fruits,9.33,1331,,0.0,Sudan City,12418.23,Food & Grocery,True,1673,False
835054767,2015-09-02,CUST-0074,Clothes,109.28,117,,0.0,Niger City,12785.76,Apparel,False,693,False
167161977,2013-11-11,CUST-0062,Household,668.27,5798,,0.0,Gabon City,3874629.46,Home Goods,False,1353,False
633895957,2014-08-04,CUST-0100,Vegetables,154.06,2755,,0.0,East Timor City,424435.3,Food & Grocery,True,1087,False
699368035,2010-10-21,CUST-0014,Clothes,109.28,7398,WELCOME5,5.0,Chicago,768030.77,Apparel,False,2470,True
698002040,2015-06-13,CUST-0095,Vegetables,154.06,3170,,0.0,Jordan City,488370.2,Food & Grocery,True,774,False
584534299,2012-03-29,CUST-0048,Snacks,152.58,5544,,0.0,Cyprus City,845903.52,Food & Grocery,False,1945,False
384013640,2012-06-22,CUST-0015,Vegetables,154.06,7025,VIP15,15.0,Malawi City,919930.78,Food & Grocery,True,1860,True
641801393,2013-05-10,CUST-0072,Personal Care,81.73,2149,,0.0,Iceland City,175637.77,Personal Care,False,1538,False
173571383,2016-12-10,CUST-0078,Personal Care,81.73,2484,WELCOME5,5.0,Israel City,192866.45,Personal Care,False,228,True
115309941,2011-03-20,CUST-0087,Snacks,152.58,1629,,0.0,United Arab City,248552.82,Food & Grocery,False,2320,False
773315894,2011-09-22,CUST-0062,Cosmetics,437.2,213,,0.0,Shanghai,93123.6,Personal Care,False,2134,False
274200570,2012-05-11,CUST-0040,Beverages,47.45,897,SAVE10,10.0,Kenya City,38306.38,Food & Grocery,True,1902,True
414887797,2011-11-15,CUST-0085,Clothes,109.28,3374,FREESHIP,0.0,Somalia City,368710.72,Apparel,False,2080,False
812613904,2010-01-27,CUST-0080,Beverages,47.45,9367,VIP15,15.0,Tonga City,377794.53,Food & Grocery,True,2737,True
254927718,2011-08-17,CUST-0109,Baby Food,255.28,7632,SAVE10,10.0,Bangladesh City,1753467.26,Household & Family,True,2170,True
749690568,2014-09-06,CUST-0082,Beverages,47.45,8954,FREESHIP,0.0,Egypt City,424867.3,Food & Grocery,True,1054,False
775076282,2014-09-03,CUST-0111,Cereal,205.7,1150,,0.0,Eritrea City,236555.0,Food & Grocery,False,1057,False
229571187,2015-09-05,CUST-0053,Office Supplies,651.21,4071,,0.0,Swaziland City,2651075.91,Business & Office,False,690,False
881974112,2011-06-20,CUST-0024,Baby Food,255.28,4594,SAVE10,10.0,Vietnam City,1055480.69,Household & Family,True,2228,True
521396386,2012-01-12,CUST-0026,Snacks,152.58,1632,VIP15,15.0,Marshall Isl City,211658.98,Food & Grocery,False,2022,True
607261836,2017-01-23,CUST-0089,Household,668.27,1127,WELCOME5,5.0,Taiwan City,715483.28,Home Goods,False,184,True
419306790,2012-03-04,CUST-0060,Vegetables,154.06,1052,,0.0,Ireland City,162071.12,Food & Grocery,True,1970,False
207580077,2010-07-18,CUST-0109,Meat,421.89,6413,,0.0,Rwanda City,2705580.57,Food & Grocery,True,2565,False
742443025,2011-04-12,CUST-0041,Snacks,152.58,4245,VIP15,15.0,Sweden City,550546.78,Food & Grocery,False,2297,True
164569461,2010-10-03,CUST-0029,Snacks,152.58,8615,,0.0,Gabon City,1314476.7,Food & Grocery,False,2488,False
734945714,2013-12-29,CUST-0015,Baby Food,255.28,5624,WELCOME5,5.0,Johannesburg,1363909.98,Household & Family,True,1305,True
284870612,2015-09-19,CUST-0045,Clothes,109.28,8399,VIP15,15.0,London,780166.31,Apparel,False,676,True
765955483,2011-09-17,CUST-0065,Fruits,9.33,2104,,0.0,Albania City,19630.32,Food & Grocery,True,2139,False
600124156,2010-03-11,CUST-0089,Snacks,152.58,8929,SAVE20,20.0,Malaysia City,1089909.46,Food & Grocery,False,2694,True
529612958,2012-11-10,CUST-0071,Household,668.27,3098,SAVE10,10.0,Ghana City,1863270.41,Home Goods,False,1719,True
466970717,2011-02-16,CUST-0009,Clothes,109.28,5867,,0.0,Cuba City,641145.76,Apparel,False,2352,False
845058763,2012-08-13,CUST-0088,Cosmetics,437.2,522,SAVE10,10.0,Saint Lucia City,205396.56,Personal Care,False,1808,True
367050921,2014-08-28,CUST-0001,Snacks,152.58,7379,,0.0,Romania City,1125887.82,Food & Grocery,False,1063,False
956433522,2015-08-19,CUST-0108,Office Supplies,651.21,8788,SAVE20,20.0,Portugal City,4578266.78,Business & Office,False,707,True
107005393,2011-03-20,CUST-0008,Beverages,47.45,4129,,0.0,Macedonia City,195921.05,Food & Grocery,True,2320,False
332877862,2013-04-16,CUST-0088,Beverages,47.45,4811,WELCOME5,5.0,Shanghai,216867.85,Food & Grocery,True,1562,True
618474757,2015-11-13,CUST-0063,Baby Food,255.28,9279,,0.0,Berlin,2368743.12,Household & Family,True,621,False
468532407,2014-01-10,CUST-0011,Household,668.27,8006,,0.0,Ireland City,5350169.62,Home Goods,False,1293,False
358099639,2015-04-09,CUST-0115,Office Supplies,651.21,8496,SAVE10,10.0,Poland City,4979412.14,Business & Office,False,839,True
382537782,2013-01-07,CUST-0081,Household,668.27,285,,0.0,Namibia City,190456.95,Home Goods,False,1661,False
707520663,2013-02-12,CUST-0008,Personal Care,81.73,9942,,0.0,Uzbekistan City,812559.66,Personal Care,False,1625,False
219034612,2014-11-28,CUST-0035,Meat,421.89,6064,SAVE20,20.0,Zimbabwe City,2046672.77,Food & Grocery,True,971,True
573378455,2015-01-03,CUST-0035,Meat,421.89,4281,SAVE10,10.0,Mongolia City,1625499.98,Food & Grocery,True,935,True
347163522,2011-02-03,CUST-0033,Personal Care,81.73,2256,FREESHIP,0.0,Norway City,184382.88,Personal Care,False,2365,False
887313640,2013-04-09,CUST-0005,Snacks,152.58,4679,WELCOME5,5.0,Oman City,678225.73,Food & Grocery,False,1569,True
461065137,2017-07-26,CUST-0106,Cosmetics,437.2,8275,,0.0,Serbia City,3617830.0,Personal Care,False,0,False
105966842,2017-04-15,CUST-0103,Fruits,9.33,6798,,0.0,Democratic R City,63425.34,Food & Grocery,True,102,False
479880082,2014-05-16,CUST-0041,Baby Food,255.28,6035,,0.0,Bulgaria City,1540614.8,Household & Family,True,1167,False
510978686,2015-08-12,CUST-0028,Baby Food,255.28,8803,FREESHIP,0.0,Brunei City,2247229.84,Household & Family,True,714,False
547748982,2013-09-20,CUST-0007,Snacks,152.58,9951,WELCOME5,5.0,Serbia City,1442407.4,Food & Grocery,False,1405,True
108989799,2013-10-31,CUST-0073,Cereal,205.7,1358,SAVE20,20.0,Ghana City,223472.48,Food & Grocery,False,1364,True
133812463,2014-07-30,CUST-0072,Cereal,205.7,6936,WELCOME5,5.0,Malawi City,1355398.44,Food & Grocery,False,1092,True
731640803,2011-11-12,CUST-0012,Fruits,9.33,7627,,0.0,Zimbabwe City,71159.91,Food & Grocery,True,2083,False
732211148,2010-03-25,CUST-0034,Snacks,152.58,6405,,0.0,Cyprus City,977274.9,Food & Grocery,False,2680,False
835572326,2011-07-04,CUST-0033,Cereal,205.7,3274,,0.0,Nicaragua City,673461.8,Food & Grocery,False,2214,False
462085664,2011-01-01,CUST-0048,Baby Food,255.28,271,,0.0,Estonia City,69180.88,Household & Family,True,2398,False
902424991,2016-06-16,CUST-0119,Clothes,109.28,6463,,0.0,Estonia City,706276.64,Apparel,False,405,False
367576634,2013-12-17,CUST-0023,Fruits,9.33,2949,WELCOME5,5.0,Lithuania City,26138.46,Food & Grocery,True,1317,True
738839423,2017-03-01,CUST-0062,Meat,421.89,7859,,0.0,Republic Of City,3315633.51,Food & Grocery,True,147,False
817824685,2010-07-02,CUST-0088,Baby Food,255.28,1353,,0.0,Czech Republ City,345393.84,Household & Family,True,2581,False
376456248,2013-07-16,CUST-0037,Snacks,152.58,624,,0.0,Cameroon City,95209.92,Food & Grocery,False,1471,False
606970441,2016-08-16,CUST-0099,Office Supplies,651.21,4897,SAVE20,20.0,Vietnam City,2551180.3,Business & Office,False,344,True
971916091,2014-12-16,CUST-0044,Meat,421.89,424,WELCOME5,5.0,Moldova City,169937.29,Food & Grocery,True,953,True
554154527,2012-05-14,CUST-0104,Office Supplies,651.21,5494,,0.0,Bahrain City,3577747.74,Business & Office,False,1899,False
306859576,2017-07-18,CUST-0086,Household,668.27,5423,,0.0,Hungary City,3624028.21,Home Goods,False,8,False
803517568,2017-07-09,CUST-0091,Personal Care,81.73,7559,SAVE10,10.0,Marshall Isl City,556017.36,Personal Care,False,17,True
887927329,2011-09-30,CUST-0035,Office Supplies,651.21,6283,,0.0,Iraq City,4091552.43,Business & Office,False,2126,False
824200189,2015-11-24,CUST-0065,Vegetables,154.06,8006,VIP15,15.0,Albania City,1048393.71,Food & Grocery,True,610,True
946759974,2012-08-14,CUST-0099,Office Supplies,651.21,6170,SAVE20,20.0,Lesotho City,3214372.56,Business & Office,False,1807,True
310343015,2015-12-06,CUST-0101,Clothes,109.28,6249,,0.0,Lebanon City,682890.72,Apparel,False,598,False
739998137,2014-05-25,CUST-0047,Vegetables,154.06,748,,0.0,Hungary City,115236.88,Food & Grocery,True,1158,False
981086671,2012-10-18,CUST-0078,Beverages,47.45,4203,VIP15,15.0,Osaka,169517.5,Food & Grocery,True,1742,True
749282443,2013-03-13,CUST-0003,Office Supplies,651.21,8180,,0.0,Georgia City,5326897.8,Business & Office,False,1596,False
280571782,2011-02-23,CUST-0001,Office Supplies,651.21,6280,,0.0,Estonia City,4089598.8,Business & Office,False,2345,False
781253516,2014-08-15,CUST-0005,Household,668.27,9131,SAVE20,20.0,Luxembourg City,4881578.7,Home Goods,False,1076,True
377938973,2017-07-06,CUST-0090,Personal Care,81.73,9396,SAVE20,20.0,Swaziland City,614348.06,Personal Care,False,20,True
867551982,2010-12-31,CUST-0119,Clothes,109.28,6765,FREESHIP,0.0,Romania City,739279.2,Apparel,False,2399,False
967328870,2010-01-13,CUST-0014,Personal Care,81.73,2964,FREESHIP,0.0,Ethiopia City,242247.72,Personal Care,False,2751,False
364818465,2011-09-17,CUST-0103,Office Supplies,651.21,6746,,0.0,Chad City,4393062.66,Business & Office,False,2139,False
167882096,2014-03-08,CUST-0027,Office Supplies,651.21,8898,,0.0,Morocco City,5794466.58,Business & Office,False,1236,False
654693591,2012-11-18,CUST-0009,Clothes,109.28,7237,WELCOME5,5.0,Mexico City,751316.39,Apparel,False,1711,True
823739278,2011-11-18,CUST-0079,Personal Care,81.73,1612,VIP15,15.0,Lagos,111986.45,Personal Care,False,2077,True
643817985,2012-07-12,CUST-0015,Beverages,47.45,8904,,0.0,Trinidad And City,422494.8,Food & Grocery,True,1840,False
604041039,2017-03-30,CUST-0090,Personal Care,81.73,8022,SAVE20,20.0,Moldova City,524510.45,Personal Care,False,118,True
363832271,2010-07-26,CUST-0042,Personal Care,81.73,4909,,0.0,Solomon Isla City,401212.57,Personal Care,False,2557,False
102928006,2015-12-24,CUST-0077,Personal Care,81.73,7539,,0.0,Mumbai,616162.47,Personal Care,False,580,False
971377074,2016-05-15,CUST-0051,Office Supplies,651.21,917,,0.0,Burkina Faso City,597159.57,Business & Office,False,437,False
139540803,2010-11-03,CUST-0063,Meat,421.89,2079,,0.0,Kiribati City,877109.31,Food & Grocery,True,2457,False
248093020,2010-12-01,CUST-0096,Meat,421.89,5093,,0.0,Israel City,2148685.77,Food & Grocery,True,2429,False
858020055,2014-01-16,CUST-0103,Snacks,152.58,6056,,0.0,Comoros City,924024.48,Food & Grocery,False,1287,False
700620734,2014-12-11,CUST-0113,Baby Food,255.28,8099,,0.0,Iran City,2067512.72,Household & Family,True,958,False
827506387,2016-12-24,CUST-0052,Cosmetics,437.2,6384,WELCOME5,5.0,Vietnam City,2651530.56,Personal Care,False,214,True
560600841,2013-03-21,CUST-0096,Household,668.27,3101,SAVE10,10.0,Belize City,1865074.74,Home Goods,False,1588,True
642140424,2012-12-08,CUST-0004,Personal Care,81.73,2476,SAVE20,20.0,Belarus City,161890.78,Personal Care,False,1691,True
984673964,2015-02-13,CUST-0094,Baby Food,255.28,5763,SAVE10,10.0,Chicago,1324060.78,Household & Family,True,894,True
221062791,2012-03-28,CUST-0101,Beverages,47.45,6247,,0.0,Poland City,296420.15,Food & Grocery,True,1946,False
654480731,2016-10-07,CUST-0023,Vegetables,154.06,4247,,0.0,Toronto,654292.82,Food & Grocery,True,292,False
608414113,2011-12-15,CUST-0103,Beverages,47.45,2111,WELCOME5,5.0,Israel City,95158.6,Food & Grocery,True,2050,True
276661765,2016-03-08,CUST-0109,Household,668.27,9219,,0.0,Lebanon City,6160781.13,Home Goods,False,505,False
373335015,2011-01-18,CUST-0015,Baby Food,255.28,6982,FREESHIP,0.0,Andorra City,1782364.96,Household & Family,True,2381,False
782857692,2013-04-11,CUST-0043,Clothes,109.28,3843,,0.0,Slovakia City,419963.04,Apparel,False,1567,False
109966123,2010-05-18,CUST-0029,Fruits,9.33,274,WELCOME5,5.0,Liberia City,2428.6,Food & Grocery,True,2626,True
629709136,2017-06-05,CUST-0036,Cereal,205.7,3782,,0.0,Antigua And City,777957.4,Food & Grocery,False,51,False
637448060,2012-09-11,CUST-0013,Personal Care,81.73,3901,SAVE10,10.0,Shanghai,286945.86,Personal Care,False,1779,True
298856723,2017-03-08,CUST-0032,Baby Food,255.28,7200,,0.0,Niger City,1838016.0,Household & Family,True,140,False
299921452,2015-01-28,CUST-0071,Household,668.27,2278,SAVE20,20.0,London,1217855.25,Home Goods,False,910,True
496941077,2010-07-26,CUST-0059,Personal Care,81.73,4763,,0.0,Bangladesh City,389279.99,Personal Care,False,2557,False
366526925,2016-06-24,CUST-0115,Snacks,152.58,2317,VIP15,15.0,Myanmar City,300498.68,Food & Grocery,False,397,True
355602824,2012-08-18,CUST-0086,Meat,421.89,9633,WELCOME5,5.0,Tonga City,3860863.05,Food & Grocery,True,1803,True
531405103,2010-03-11,CUST-0028,Vegetables,154.06,3434,,0.0,Guinea-Bissa City,529042.04,Food & Grocery,True,2694,False
131482589,2010-01-14,CUST-0066,Vegetables,154.06,7475,SAVE20,20.0,Nauru City,921278.8,Food & Grocery,True,2750,True
713696610,2014-02-10,CUST-0042,Cereal,205.7,7542,FREESHIP,0.0,Swaziland City,1551389.4,Food & Grocery,False,1262,False
306220996,2014-01-21,CUST-0045,Vegetables,154.06,6452,,0.0,Finland City,993995.12,Food & Grocery,True,1282,False
157542073,2010-02-28,CUST-0062,Household,668.27,9055,FREESHIP,0.0,Papua New Gu City,6051184.85,Home Goods,False,2705,False
686458671,2015-02-18,CUST-0057,Personal Care,81.73,7230,FREESHIP,0.0,Mauritius City,590907.9,Personal Care,False,889,False
132082116,2012-06-14,CUST-0117,Office Supplies,651.21,4888,SAVE20,20.0,Mozambique City,2546491.58,Business & Office,False,1868,True
403836238,2013-03-05,CUST-0006,Clothes,109.28,2972,,0.0,Bulgaria City,324780.16,Apparel,False,1604,False
331457364,2014-04-10,CUST-0028,Household,668.27,4455,,0.0,Spain City,2977142.85,Home Goods,False,1203,False
614994323,2017-07-26,CUST-0028,Meat,421.89,9341,WELCOME5,5.0,Vanuatu City,3743830.77,Food & Grocery,True,0,True
674808442,2010-10-19,CUST-0108,Fruits,9.33,9669,SAVE20,20.0,Belgium City,72169.42,Food & Grocery,True,2472,True
901573550,2016-11-08,CUST-0044,Baby Food,255.28,4503,,0.0,Belgium City,1149525.84,Household & Family,True,260,False
406275975,2014-03-31,CUST-0084,Clothes,109.28,4944,SAVE20,20.0,Guinea-Bissa City,432224.26,Apparel,False,1213,True
170214545,2016-08-18,CUST-0030,Vegetables,154.06,9121,,0.0,Togo City,1405181.26,Food & Grocery,True,342,False
795000588,2016-01-03,CUST-0062,Personal Care,81.73,7196,,0.0,Cote D'Ivoir City,588129.08,Personal Care,False,570,False
252557933,2016-10-21,CUST-0075,Fruits,9.33,6360,,0.0,Republic Of City,59338.8,Food & Grocery,True,278,False
